timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1718516654225,59,Registro de users,500,Internal Server Error,users 1-83,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,59,0,1
1718516654326,56,Registro de users,500,Internal Server Error,users 1-84,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,56,0,0
1718516654425,59,Registro de users,500,Internal Server Error,users 1-85,text,false,,327,334,1,3,http://localhost:5000/api/usuarios,59,0,1
1718516654525,64,Registro de users,500,Internal Server Error,users 1-86,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,64,0,1
1718516654626,57,Registro de users,500,Internal Server Error,users 1-87,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,57,0,1
1718516654725,60,Registro de users,500,Internal Server Error,users 1-88,text,false,,327,334,1,3,http://localhost:5000/api/usuarios,60,0,1
1718516654825,59,Registro de users,500,Internal Server Error,users 1-89,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,59,0,0
1718516654925,56,Registro de users,500,Internal Server Error,users 1-90,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,56,0,0
1718516655025,58,Registro de users,500,Internal Server Error,users 1-91,text,false,,327,334,1,3,http://localhost:5000/api/usuarios,58,0,0
1718516655125,59,Registro de users,500,Internal Server Error,users 1-92,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,59,0,0
1718516655226,56,Registro de users,500,Internal Server Error,users 1-93,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,56,0,1
1718516655326,59,Registro de users,500,Internal Server Error,users 1-94,text,false,,327,334,1,3,http://localhost:5000/api/usuarios,59,0,0
1718516655425,58,Registro de users,500,Internal Server Error,users 1-95,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,58,0,0
1718516655526,56,Registro de users,500,Internal Server Error,users 1-96,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,56,0,0
1718516655626,62,Registro de users,500,Internal Server Error,users 1-97,text,false,,327,334,1,3,http://localhost:5000/api/usuarios,62,0,0
1718516655726,59,Registro de users,500,Internal Server Error,users 1-98,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,59,0,0
1718516655826,56,Registro de users,500,Internal Server Error,users 1-99,text,false,,327,334,1,2,http://localhost:5000/api/usuarios,56,0,0
1718516655926,60,Registro de users,500,Internal Server Error,users 1-100,text,false,,327,334,1,3,http://localhost:5000/api/usuarios,60,0,1
